Trade #,Entry Time,Exit Time,Type,Strike,Entry Spot,Exit Spot,Option Buy Price (RS),Option Sell Price (RS),Qty,Trade PnL (RS),Capital (RS)
365,2026-06-25 09:15,2026-06-25 11:15,CE,24100,24184.1,24226.1,198.28,225.13,65,1745.25,213853.85
366,2026-06-25 11:15,2026-06-25 12:15,CE,24100,24243.65,24216.5,236.89,218.83,65,-1173.9,212679.95
367,2026-06-25 13:15,2026-06-25 14:15,PE,24200,24138.65,24077.2,173.78,210.61,65,2393.95,215073.9
368,2026-06-25 14:15,2026-06-29 09:15,PE,24200,24055.3,24040.75,224.71,234.37,65,627.9,215701.8
369,2026-06-29 11:15,2026-06-29 12:15,PE,24100,23993.7,23961.1,199.76,220.39,65,1340.95,217042.75
370,2026-06-29 12:15,2026-06-29 13:15,PE,24100,23962.7,23961.3,219.35,220.26,65,59.15,217101.9
371,2026-06-30 09:15,2026-06-30 10:15,PE,24000,23889.8,23906.3,201.61,191.52,65,-655.85,216446.05
372,2026-06-30 14:15,2026-06-30 15:15,PE,24000,23864.8,23899.15,217.45,195.86,65,-1403.35,215042.7
373,2026-07-01 09:15,2026-07-01 10:15,CE,23900,23987.1,23985.5,198.93,197.93,65,-65.0,214977.7
374,2026-07-02 09:15,2026-07-02 10:15,CE,24000,24075.55,24081.8,192.44,196.26,65,248.3,215226.0
375,2026-07-03 09:15,2026-07-03 10:15,CE,24200,24329.95,24319.0,228.27,221.05,65,-469.3,214756.7
376,2026-07-06 09:15,2026-07-06 10:15,CE,24300,24369.95,24392.9,190.89,204.96,65,914.55,215671.25
377,2026-07-07 09:15,2026-07-07 10:15,CE,24400,24483.25,24482.8,199.58,199.31,65,-17.55,215653.7
378,2026-07-07 10:15,2026-07-07 12:15,CE,24400,24512.5,24495.2,218.02,207.01,65,-715.65,214938.05
379,2026-07-07 12:15,2026-07-07 13:15,PE,24500,24436.45,24454.45,176.75,166.72,65,-651.95,214286.1
380,2026-07-07 14:15,2026-07-07 15:15,PE,24500,24397.85,24384.5,199.45,207.68,65,534.95,214821.05
381,2026-07-08 09:15,2026-07-08 10:15,PE,24300,24238.2,24254.25,174.61,165.67,65,-581.1,214239.95
382,2026-07-08 12:15,2026-07-08 13:15,PE,24300,24216.95,23913.15,186.88,410.91,65,14561.95,228801.9
383,2026-07-08 13:15,2026-07-08 14:15,PE,24000,23897.6,23842.25,196.8,232.31,65,2308.15,231110.05
384,2026-07-09 09:15,2026-07-09 10:15,CE,23900,24044.25,24098.35,236.14,274.43,65,2488.85,233598.9
385,2026-07-09 14:15,2026-07-09 15:15,PE,24000,23940.5,23973.75,171.58,153.45,65,-1178.45,232420.45
386,2026-07-13 09:15,2026-07-13 10:15,PE,24200,24112.95,24139.6,188.68,173.24,65,-1003.6,231416.85
387,2026-07-13 12:15,2026-07-13 13:15,CE,24100,24223.0,24188.0,223.09,200.7,65,-1455.35,229961.5
388,2026-07-14 09:15,2026-07-14 10:15,PE,24200,24085.15,24073.6,205.61,212.89,65,473.2,230434.7
389,2026-07-15 09:15,2026-07-15 10:15,CE,24100,24202.3,24185.05,209.69,198.87,65,-703.3,229731.4
390,2026-07-15 12:15,2026-07-15 13:15,PE,24200,24054.4,24079.85,225.31,208.93,65,-1064.7,228666.7
391,2026-07-16 09:15,2026-07-16 10:15,CE,24000,24126.45,24151.0,224.77,241.34,65,1077.05,229743.75
392,2026-07-16 13:15,2026-07-16 14:15,PE,24200,24091.55,24100.95,201.64,195.88,65,-374.4,229369.35
393,2026-07-17 09:15,2026-07-17 10:15,CE,24100,24239.35,24253.35,233.98,243.53,65,620.75,229990.1
394,2026-07-17 14:15,2026-07-20 09:15,CE,24200,24329.35,24317.65,227.87,220.17,65,-500.5,229489.6
395,2026-07-20 09:15,2026-07-20 11:15,PE,24300,24209.95,24209.25,191.03,191.45,65,27.3,229516.9
396,2026-07-20 12:15,2026-07-20 13:15,CE,24100,24225.0,24230.55,224.4,228.08,65,239.2,229756.1
397,2026-07-21 09:15,2026-07-21 10:15,PE,24300,24212.9,24198.9,189.27,197.69,65,547.3,230303.4
398,2026-07-22 09:15,2026-07-22 10:15,PE,24100,24033.45,24008.85,176.16,190.56,65,936.0,231239.4
399,2026-07-22 12:15,2026-07-22 13:15,PE,24100,23978.85,23999.6,209.01,196.14,65,-836.55,230402.85
400,2026-07-23 09:15,2026-07-23 10:15,PE,24100,23958.25,23978.8,222.25,209.04,65,-858.65,229544.2
401,2026-07-23 12:15,2026-07-23 13:15,PE,23900,23832.0,23847.0,175.84,167.36,65,-551.2,228993.0
402,2026-07-23 14:15,2026-07-24 09:15,CE,23800,23872.4,23854.9,189.31,178.88,65,-677.95,228315.05
403,2026-07-24 09:15,2026-07-24 10:15,PE,23700,23608.7,23641.45,188.39,169.32,65,-1239.55,227075.5
404,2026-07-24 11:15,2026-07-24 12:15,CE,23600,23702.85,23773.55,207.04,254.85,65,3107.65,230183.15
405,2026-07-24 12:15,2026-07-24 13:15,CE,23700,23783.85,23788.6,195.7,198.65,65,191.75,230374.9
406,2026-07-27 09:15,2026-07-27 10:15,CE,23800,23933.3,23904.3,228.17,209.17,65,-1235.0,229139.9
407,2026-07-27 13:15,2026-07-28 09:15,CE,23900,23995.9,24004.85,204.43,210.12,65,369.85,229509.75
408,2026-07-29 09:15,2026-07-29 12:15,CE,24100,24221.3,24226.35,221.97,225.3,65,216.45,229726.2
409,2026-07-29 12:15,2026-07-29 13:15,CE,24200,24257.55,24236.7,182.9,170.89,65,-780.65,228945.55
410,2026-07-30 14:15,2026-07-30 15:15,CE,24200,24318.25,24307.95,220.56,213.9,65,-432.9,228512.65
411,2026-07-31 09:15,2026-07-31 12:15,CE,24200,24346.05,24392.85,239.1,272.04,65,2141.1,230653.75
412,2026-08-03 09:15,2026-08-03 10:15,CE,24500,24579.2,24567.4,197.71,190.59,65,-462.8,230190.95
413,2026-08-04 11:15,2026-08-04 12:15,PE,24600,24511.3,24512.35,191.92,191.3,65,-40.3,230150.65
414,2026-08-04 13:15,2026-08-04 14:15,PE,24600,24462.35,24478.6,222.28,211.92,65,-673.4,229477.25
415,2026-08-05 09:15,2026-08-05 10:15,CE,24500,24620.9,24627.6,224.07,228.47,65,286.0,229763.25
416,2026-08-05 12:15,2026-08-05 13:15,PE,24600,24535.05,24533.7,178.12,178.88,65,49.4,229812.65
417,2026-08-05 14:15,2026-08-05 15:15,CE,24500,24572.25,24589.65,193.5,204.15,65,692.25,230504.9
418,2026-08-06 09:15,2026-08-06 10:15,CE,24500,24630.85,24620.6,230.63,223.88,65,-438.75,230066.15
419,2026-08-07 09:15,2026-08-07 10:15,PE,24700,24599.7,24587.25,199.45,207.08,65,495.95,230562.1
420,2026-08-07 13:15,2026-08-07 14:15,PE,24600,24526.85,24558.15,182.81,165.28,65,-1139.45,229422.65
421,2026-08-10 09:15,2026-08-10 10:15,PE,24600,24544.75,24579.75,172.65,153.81,65,-1224.6,228198.05
422,2026-08-10 14:15,2026-08-11 09:15,PE,24700,24560.05,24496.0,224.31,267.87,65,2831.4,231029.45
423,2026-08-11 09:15,2026-08-11 10:15,PE,24600,24473.0,24475.4,215.46,213.94,65,-98.8,230930.65
424,2026-08-12 09:15,2026-08-12 10:15,PE,24500,24365.3,24328.7,219.84,244.08,65,1575.6,232506.25
425,2026-08-12 10:15,2026-08-12 11:15,PE,24400,24302.4,24300.95,196.13,197.01,65,57.2,232563.45
426,2026-08-12 14:15,2026-08-12 15:15,CE,24300,24369.3,24400.95,190.5,210.03,65,1269.45,233832.9
427,2026-08-13 09:15,2026-08-13 10:15,PE,24400,24343.55,24346.45,172.17,170.55,65,-105.3,233727.6
428,2026-08-13 11:15,2026-08-13 12:15,CE,24300,24395.65,24368.55,206.69,190.05,65,-1081.6,232646.0
429,2026-08-14 09:15,2026-08-14 10:15,PE,24400,24345.45,24333.35,171.11,177.94,65,443.95,233089.95
430,2026-08-14 13:15,2026-08-17 09:15,CE,24300,24383.55,24354.2,199.16,181.56,65,-1144.0,231945.95
431,2026-08-17 09:15,2026-08-17 10:15,PE,24400,24281.5,24263.45,209.0,220.49,65,746.85,232692.8
432,2026-08-17 12:15,2026-08-17 14:15,CE,24200,24346.35,24324.9,239.31,224.93,65,-934.7,231758.1
433,2026-08-18 09:15,2026-08-18 10:15,PE,24300,24220.2,24222.65,184.97,183.54,65,-92.95,231665.15
434,2026-08-18 10:15,2026-08-18 11:15,PE,24300,24202.35,24209.5,195.6,191.3,65,-279.5,231385.65
435,2026-08-18 14:15,2026-08-19 09:15,PE,24300,24165.8,24100.5,218.43,262.68,65,2876.25,234261.9
436,2026-08-19 09:15,2026-08-19 10:15,PE,24200,24091.8,24063.2,201.48,219.57,65,1175.85,235437.75
437,2026-08-19 10:15,2026-08-19 11:15,PE,24100,24048.5,24077.65,167.68,151.99,65,-1019.85,234417.9
438,2026-08-20 09:15,2026-08-20 12:15,CE,24100,24221.85,24228.95,222.33,227.02,65,304.85,234722.75
439,2026-08-20 12:15,2026-08-20 14:15,CE,24100,24246.8,24217.15,239.04,219.25,65,-1286.35,233436.4
440,2026-08-20 14:15,2026-08-21 09:15,PE,24300,24212.35,24241.95,189.6,172.49,65,-1112.15,232324.25
441,2026-08-21 09:15,2026-08-21 10:15,CE,24100,24235.7,24232.65,231.52,229.48,65,-132.6,232191.65
442,2026-08-24 09:15,2026-08-24 10:15,CE,24200,24273.1,24252.7,192.17,180.06,65,-787.15,231404.5
443,2026-08-24 10:15,2026-08-24 11:15,PE,24300,24210.7,24208.85,190.58,191.69,65,72.15,231476.65
444,2026-08-24 11:15,2026-08-24 12:15,PE,24300,24194.05,24188.35,200.65,204.17,65,228.8,231705.45
445,2026-08-24 12:15,2026-08-24 14:15,PE,24300,24166.4,24179.45,218.04,209.74,65,-539.5,231165.95
446,2026-08-25 09:15,2026-08-25 10:15,PE,24200,24141.2,24150.55,172.34,167.13,65,-338.65,230827.3
447,2026-08-25 11:15,2026-08-25 12:15,CE,24100,24171.6,24146.0,190.66,175.57,65,-980.85,229846.45
448,2026-08-25 12:15,2026-08-25 13:15,PE,24200,24129.9,24157.25,178.77,163.45,65,-995.8,228850.65
449,2026-08-25 14:15,2026-08-25 15:15,CE,24200,24260.15,24299.55,184.43,208.54,65,1567.15,230417.8
450,2026-08-26 09:15,2026-08-26 10:15,CE,24200,24342.95,24313.3,236.99,217.35,65,-1276.6,229141.2
451,2026-08-26 11:15,2026-08-26 14:15,PE,24400,24280.75,24289.05,209.47,204.29,65,-336.7,228804.5
452,2026-08-27 09:15,2026-08-27 10:15,PE,24300,24183.55,24183.8,207.16,207.01,65,-9.75,228794.75
453,2026-08-27 13:15,2026-08-27 14:15,PE,24200,24131.75,24163.6,177.71,160.02,65,-1149.85,227644.9
454,2026-08-28 09:15,2026-08-28 10:15,CE,24100,24167.2,24153.3,188.01,179.8,65,-533.65,227111.25
455,2026-08-28 11:15,2026-08-28 13:15,PE,24200,24086.9,24118.85,204.52,185.19,65,-1256.45,225854.8
456,2026-08-28 14:15,2026-08-31 09:15,CE,24000,24142.95,24140.65,235.84,234.28,65,-101.4,225753.4
457,2026-08-31 09:15,2026-08-31 10:15,PE,24100,24017.85,24028.85,185.21,178.8,65,-416.65,225336.75
458,2026-08-31 11:15,2026-08-31 13:15,CE,24000,24055.95,24045.2,180.73,174.49,65,-405.6,224931.15
459,2026-09-01 09:15,2026-09-01 10:15,PE,24100,24036.25,24070.3,174.56,155.86,65,-1215.5,223715.65
460,2026-09-01 10:15,2026-09-01 11:15,CE,24000,24107.05,24107.85,212.13,212.64,65,33.15,223748.8
461,2026-09-01 13:15,2026-09-01 14:15,PE,24100,23965.05,23987.6,217.83,203.53,65,-929.5,222819.3
462,2026-09-02 09:15,2026-09-02 10:15,PE,23900,23848.3,23861.15,166.64,159.6,65,-457.6,222361.7
463,2026-09-02 12:15,2026-09-02 13:15,CE,23800,23873.85,23860.0,190.18,181.88,65,-539.5,221822.2
464,2026-09-03 09:15,2026-09-03 10:15,CE,23900,23992.55,23969.65,202.33,188.26,65,-914.55,220907.65
465,2026-09-03 10:15,2026-09-03 11:15,PE,24000,23926.9,23955.65,179.36,163.17,65,-1052.35,219855.3
466,2026-09-04 09:15,2026-09-04 10:15,CE,23800,23939.45,23940.75,232.31,233.19,65,57.2,219912.5
467,2026-09-07 09:15,2026-09-07 10:15,PE,23900,23806.45,23799.05,190.87,195.36,65,291.85,220204.35
468,2026-09-08 09:15,2026-09-08 10:15,PE,23800,23707.9,23697.1,189.44,195.99,65,425.75,220630.1
469,2026-09-08 11:15,2026-09-08 13:15,PE,23700,23649.7,23658.25,164.71,160.01,65,-305.5,220324.6
470,2026-09-09 09:15,2026-09-09 10:15,PE,23600,23485.4,23519.7,202.14,181.28,65,-1355.9,218968.7
471,2026-09-09 12:15,2026-09-09 14:15,CE,23400,23543.95,23533.3,233.06,225.84,65,-469.3,218499.4
472,2026-09-09 14:15,2026-09-10 09:15,PE,23600,23462.15,23439.4,217.01,232.13,65,982.8,219482.2
473,2026-09-10 09:15,2026-09-10 10:15,PE,23500,23411.4,23438.2,185.64,170.01,65,-1015.95,218466.25
474,2026-09-10 11:15,2026-09-10 12:15,CE,23400,23458.45,23438.9,178.51,167.17,65,-737.1,217729.15
475,2026-09-10 14:15,2026-09-10 15:15,PE,23500,23389.4,23424.25,199.08,178.05,65,-1366.95,216362.2
476,2026-09-11 09:15,2026-09-11 10:15,PE,23400,23297.2,23307.6,193.7,187.36,65,-412.1,215950.1
477,2026-09-11 10:15,2026-09-11 11:15,CE,23200,23337.9,23325.4,227.78,219.38,65,-546.0,215404.1
478,2026-09-11 13:15,2026-09-11 14:15,CE,23300,23417.15,23405.55,214.52,206.98,65,-490.1,214914.0
479,2026-09-15 09:15,2026-09-15 10:15,PE,23500,23386.75,23358.8,200.74,218.66,65,1164.8,216078.8
480,2026-09-15 10:15,2026-09-15 11:15,PE,23400,23345.4,23346.8,165.37,164.59,65,-50.7,216028.1
481,2026-09-15 14:15,2026-09-15 15:15,PE,23300,23172.25,23153.6,208.84,221.03,65,792.35,216820.45
482,2026-09-16 09:15,2026-09-16 10:15,CE,23100,23177.75,23243.75,188.3,231.2,65,2788.5,219608.95
